croc,overall_rarity,a1,a2,a3,a4,a5,a6,a7,a8,a9,a1_rarity,a2_rarity,a3_rarity,a4_rarity,a5_rarity,a6_rarity,a7_rarity,a8_rarity,a9_rarity
5299,443615319.905859,0,42,0,52,12,64,1,0,8,85.734,1.575,57.763,1.125,3.195,2.351,18.126,90.92,4.084
5300,44783621.5058975,0,26,17,2,25,66,1,0,46,85.734,2.048,1.856,4.242,4.433,2.318,18.126,90.92,1.913
5301,1245164537.65016,0,15,0,33,1,8,4,0,1,85.734,1.654,57.763,3.364,3.105,2.779,11.352,90.92,5.074
5302,2539679754.87742,0,36,0,0,33,64,10,0,6,85.734,2.419,57.763,20.545,3.544,2.351,3.893,90.92,3.499
5303,253533824.219104,0,15,0,45,28,64,1,0,9,85.734,1.654,57.763,1.226,1.485,2.351,18.126,90.92,4.388
5304,6224110.98218259,0,1,30,2,45,51,5,0,13,85.734,2.903,1.508,4.242,0.945,1.406,14.75,90.92,2.194
5305,108437165.861163,0,14,0,3,37,86,1,0,34,85.734,2.667,57.763,0.686,3.488,1.609,18.126,90.92,1.294
5306,157724571.321044,0,0,27,42,15,32,10,0,3,85.734,32.673,1.035,2.655,3.792,2.937,3.893,90.92,5.198
5307,4492268657.27962,0,2,0,0,25,22,13,0,28,85.734,1.778,57.763,20.545,4.433,2.768,10.992,90.92,2.025
5308,53528158.7987855,0,20,0,8,3,48,1,0,7,85.734,0.934,57.763,0.383,4.32,0.99,18.126,90.92,4.287
5309,526896242.528341,0,24,0,0,26,47,19,0,6,85.734,1.305,57.763,20.545,1.688,2.059,3.589,90.92,3.499
5310,17345161.1191426,6,14,0,0,1,50,3,0,19,0.956,2.667,57.763,20.545,3.105,1.845,4.748,90.92,2.318
5311,265106805.605106,15,0,0,29,1,13,13,0,7,1.868,32.673,57.763,3.589,3.105,1.575,10.992,90.92,4.287
5312,137831415.552522,0,0,0,29,27,50,5,2,7,85.734,32.673,57.763,3.589,0.338,1.845,14.75,6.019,4.287
5313,3102825473.68786,0,22,0,0,15,65,10,0,5,85.734,2.532,57.763,20.545,3.792,1.89,3.893,90.92,4.748
5314,723116396.944432,0,23,0,25,37,32,1,0,12,85.734,0.641,57.763,2.869,3.488,2.937,18.126,90.92,4.703
5315,46372814.1909274,0,0,25,4,4,86,10,0,4,85.734,32.673,1.834,1.44,2.588,1.609,3.893,90.92,4.253
5316,27334376.480257,0,0,6,28,24,35,6,0,2,85.734,32.673,1.001,1.564,5.142,1.564,1.766,90.92,4.827
5317,16456514.0786814,0,0,18,28,6,42,4,2,6,85.734,32.673,1.373,1.564,6.436,1.778,11.352,6.019,3.499
5318,189496093.097805,0,0,23,0,8,39,11,0,26,85.734,32.673,1.26,20.545,5.052,0.81,4.275,90.92,1.643
5319,233412189.101705,0,42,0,10,23,49,7,0,9,85.734,1.575,57.763,1.845,2.059,1.789,11.037,90.92,4.388
5320,236967757.222799,0,0,14,28,13,39,13,0,1,85.734,32.673,2.025,1.564,6.503,0.81,10.992,90.92,5.074
5321,233072243.971379,0,30,0,10,12,26,1,0,19,85.734,2.509,57.763,1.845,3.195,0.833,18.126,90.92,2.318
5322,13790969511.9727,0,0,0,47,4,64,7,0,2,85.734,32.673,57.763,2.892,2.588,2.351,11.037,90.92,4.827
5323,69211278.5725133,0,0,17,33,31,36,4,0,26,85.734,32.673,1.856,3.364,2.183,1.069,11.352,90.92,1.643
5324,34253551.6620317,0,0,10,31,9,25,5,0,27,85.734,32.673,1.879,0.923,2.847,1.013,14.75,90.92,1.823
5325,624141895.5193,0,26,0,12,7,13,4,0,7,85.734,2.048,57.763,2.104,4.197,1.575,11.352,90.92,4.287
5326,535543579.888737,0,41,0,13,11,42,5,0,20,85.734,3.297,57.763,3.105,1.969,1.778,14.75,90.92,2.25
5327,3059812299.72083,0,0,16,0,28,44,1,0,1,85.734,32.673,1.553,20.545,1.485,2.757,18.126,90.92,5.074
5328,4166228.64602267,0,44,19,11,35,12,7,0,25,85.734,0.405,4.388,1.62,4.32,1.485,11.037,90.92,2.622
5329,438135481.680326,0,0,11,9,35,45,5,0,5,85.734,32.673,1.834,1.294,4.32,2.396,14.75,90.92,4.748
5330,60335.7891285403,20,0,27,5,17,3,8,0,25,0.281,32.673,1.035,3.555,2.16,1.181,2.937,90.92,2.622
5331,26169736.2983656,0,8,0,44,27,45,1,0,46,85.734,2.216,57.763,0.934,0.338,2.396,18.126,90.92,1.913
5332,44741021.5244719,0,36,0,34,6,10,14,0,20,85.734,2.419,57.763,0.518,6.436,2.734,2.003,90.92,2.25
5333,139298263.900754,0,8,0,4,33,14,7,0,31,85.734,2.216,57.763,1.44,3.544,1.53,11.037,90.92,1.62
5334,443872098.263022,0,1,0,25,35,37,4,0,7,85.734,2.903,57.763,2.869,4.32,0.563,11.352,90.92,4.287
5335,197222950.101442,0,20,0,42,16,63,4,0,10,85.734,0.934,57.763,2.655,1.991,1.823,11.352,90.92,4.287
5336,47737742.3550668,0,0,4,58,9,45,3,0,35,85.734,32.673,1.89,1.463,2.847,2.396,4.748,90.92,2.093
5337,106823546.021066,0,12,0,51,7,37,1,0,28,85.734,2.171,57.763,1.26,4.197,0.563,18.126,90.92,2.025
5338,60622407.1096274,0,30,0,51,14,65,10,0,4,85.734,2.509,57.763,1.26,1.361,1.89,3.893,90.92,4.253
5339,319848621.562375,0,22,19,0,13,62,14,0,3,85.734,2.532,4.388,20.545,6.503,2.655,2.003,90.92,5.198
5340,359928446.05281,0,0,17,12,13,22,11,0,12,85.734,32.673,1.856,2.104,6.503,2.768,4.275,90.92,4.703
5341,3713548660.56541,0,8,0,0,9,22,4,0,28,85.734,2.216,57.763,20.545,2.847,2.768,11.352,90.92,2.025
5342,339526706.754625,0,1,0,25,3,53,9,0,1,85.734,2.903,57.763,2.869,4.32,0.911,4.534,90.92,5.074
5343,424091.696075884,11,4,19,29,7,51,13,0,3,0.338,2.599,4.388,3.589,4.197,1.406,10.992,90.92,5.198
5344,283112436.469634,0,0,4,25,12,24,4,0,8,85.734,32.673,1.89,2.869,3.195,1.384,11.352,90.92,4.084
5345,529351052.637541,0,12,0,29,9,34,11,0,3,85.734,2.171,57.763,3.589,2.847,2.385,4.275,90.92,5.198
5346,996462338.663089,0,35,0,29,8,63,5,0,31,85.734,2.802,57.763,3.589,5.052,1.823,14.75,90.92,1.62
5347,171720728.522498,0,7,0,10,37,27,10,0,9,85.734,1.598,57.763,1.845,3.488,2.171,3.893,90.92,4.388
5348,4911870661.3773,0,30,0,0,25,53,7,0,5,85.734,2.509,57.763,20.545,4.433,0.911,11.037,90.92,4.748
5349,704950197.660498,0,36,0,23,13,37,13,0,8,85.734,2.419,57.763,3.938,6.503,0.563,10.992,90.92,4.084
5350,2337004628.18019,0,19,0,5,3,8,5,0,9,85.734,1.879,57.763,3.555,4.32,2.779,14.75,90.92,4.388
5351,528974862.533681,0,15,0,1,3,47,1,0,20,85.734,1.654,57.763,1.958,4.32,2.059,18.126,90.92,2.25
5352,16581956.744132,0,14,0,35,5,52,19,0,27,85.734,2.667,57.763,1.136,1.001,1.856,3.589,90.92,1.823
5353,460708327.372281,0,15,0,0,31,64,9,0,34,85.734,1.654,57.763,20.545,2.183,2.351,4.534,90.92,1.294
5354,231359.750774518,0,42,30,33,20,32,1,2,46,85.734,1.575,1.508,3.364,0.551,2.937,18.126,6.019,1.913
5355,104719412.886921,0,42,0,34,35,24,7,0,11,85.734,1.575,57.763,0.518,4.32,1.384,11.037,90.92,4.32
5356,11349248.0742232,0,22,25,23,1,2,13,0,31,85.734,2.532,1.834,3.938,3.105,1.44,10.992,90.92,1.62
5357,826713.117485777,0,29,20,3,17,15,7,0,46,85.734,1.688,0.776,0.686,2.16,2.588,11.037,90.92,1.913
5358,330930438.816347,0,0,4,4,17,8,1,0,9,85.734,32.673,1.89,1.44,2.16,2.779,18.126,90.92,4.388
5359,1507002.76414972,1,33,5,0,17,61,1,0,13,1.958,1.508,1.778,20.545,2.16,1.789,18.126,90.92,2.194
5360,133219.932683084,17,0,25,15,8,44,1,0,53,0.236,32.673,1.834,0.675,5.052,2.757,18.126,90.92,0.608
5361,3223496946.42809,0,0,11,0,4,63,5,0,2,85.734,32.673,1.834,20.545,2.588,1.823,14.75,90.92,4.827
5362,20973048.8354241,0,0,14,44,22,63,13,0,16,85.734,32.673,2.025,0.934,1.665,1.823,10.992,90.92,1.305
5363,340719065.275568,0,10,0,2,4,35,1,0,46,85.734,1.271,57.763,4.242,2.588,1.564,18.126,90.92,1.913
5364,503309.234690806,0,32,24,37,10,51,1,0,45,85.734,1.238,1.913,1.181,1.046,1.406,18.126,90.92,0.866
5365,197776.476374496,1,41,10,25,37,7,12,0,6,1.958,3.297,1.879,2.869,3.488,2.014,2.543,90.92,3.499
5366,329547696.144145,0,27,0,0,10,43,5,0,8,85.734,0.81,57.763,20.545,1.046,0.698,14.75,90.92,4.084
5367,210994178.772946,0,32,0,35,4,52,5,0,12,85.734,1.238,57.763,1.136,2.588,1.856,14.75,90.92,4.703
5368,347774434.054871,0,41,0,46,15,46,10,0,8,85.734,3.297,57.763,1.451,3.792,2.678,3.893,90.92,4.084
5369,164784869.662044,0,10,0,12,12,42,3,0,1,85.734,1.271,57.763,2.104,3.195,1.778,4.748,90.92,5.074
5370,4509624.16252642,0,15,10,2,11,66,3,0,28,85.734,1.654,1.879,4.242,1.969,2.318,4.748,90.92,2.025
5371,38414060.5785652,0,7,24,25,25,0,1,0,25,85.734,1.598,1.913,2.869,4.433,2.667,18.126,90.92,2.622
5372,447321853.491348,0,0,18,25,31,45,1,0,12,85.734,32.673,1.373,2.869,2.183,2.396,18.126,90.92,4.703
5373,252215220.674562,0,34,0,13,15,46,3,0,18,85.734,2.003,57.763,3.105,3.792,2.678,4.748,90.92,1.868
5374,869645.947774611,0,44,3,2,12,7,19,0,32,85.734,0.405,2.048,4.242,3.195,2.014,3.589,90.92,1.373
5375,521845.91623965,12,0,0,25,12,0,18,0,13,0.63,32.673,57.763,2.869,3.195,2.667,0.09,90.92,2.194
5376,25221284.77281,0,5,0,12,21,61,10,0,23,85.734,1.271,57.763,2.104,2.408,1.789,3.893,90.92,1.249
5377,123445477.264462,0,41,0,7,23,48,8,0,10,85.734,3.297,57.763,3.24,2.059,0.99,2.937,90.92,4.287
5378,7389301.82778518,0,0,4,58,14,5,6,0,25,85.734,32.673,1.89,1.463,1.361,1.665,1.766,90.92,2.622
5379,567876747.281296,0,4,0,51,1,86,1,0,4,85.734,2.599,57.763,1.26,3.105,1.609,18.126,90.92,4.253
5380,167367575.252977,0,0,17,2,1,39,5,0,20,85.734,32.673,1.856,4.242,3.105,0.81,14.75,90.92,2.25
5381,417687781.619809,0,2,0,0,29,4,19,0,31,85.734,1.778,57.763,20.545,3.319,1.316,3.589,90.92,1.62
5382,356927303.324003,0,41,0,5,29,66,5,0,52,85.734,3.297,57.763,3.555,3.319,2.318,14.75,90.92,0.596
5383,67376200.9462633,0,0,25,9,8,66,13,0,45,85.734,32.673,1.834,1.294,5.052,2.318,10.992,90.92,0.866
5384,182275400.787392,0,26,0,52,7,64,13,0,31,85.734,2.048,57.763,1.125,4.197,2.351,10.992,90.92,1.62
5385,613352869.075244,0,0,3,0,27,46,5,0,7,85.734,32.673,2.048,20.545,0.338,2.678,14.75,90.92,4.287
5386,602807614.603548,0,14,0,21,13,44,11,0,3,85.734,2.667,57.763,1.26,6.503,2.757,4.275,90.92,5.198
5387,590299018.632997,0,0,5,23,13,0,5,0,34,85.734,32.673,1.778,3.938,6.503,2.667,14.75,90.92,1.294
5388,138485.972898294,19,15,0,39,16,19,4,0,9,0.776,1.654,57.763,0.428,1.991,0.484,11.352,90.92,4.388
5389,1902899.6498135,0,35,30,36,3,49,7,0,53,85.734,2.802,1.508,1.114,4.32,1.789,11.037,90.92,0.608
5390,14166081.5816626,0,22,5,23,13,15,2,0,46,85.734,2.532,1.778,3.938,6.503,2.588,3.184,90.92,1.913
5391,1193969.54303234,7,51,0,0,25,72,1,0,1,0.608,0.36,57.763,20.545,4.433,0.124,18.126,90.92,5.074
5392,244852014.252416,0,0,4,2,4,7,13,0,35,85.734,32.673,1.89,4.242,2.588,2.014,10.992,90.92,2.093
5393,1471677038.76074,0,0,16,0,11,65,4,0,7,85.734,32.673,1.553,20.545,1.969,1.89,11.352,90.92,4.287
5394,126266885.68824,0,0,4,2,15,37,1,0,24,85.734,32.673,1.89,4.242,3.792,0.563,18.126,90.92,1.598
5395,2089589.9908389,3,0,10,33,8,18,8,0,14,1.564,32.673,1.879,3.364,5.052,2.329,2.937,90.92,2.059
5396,149334.895125253,6,37,0,2,4,39,8,0,33,0.956,1.406,57.763,4.242,2.588,0.81,2.937,90.92,0.81
5397,896.90683492032,0,11,5,5,5,41,2,8,10,85.734,0.383,1.778,3.555,1.001,0.551,3.184,0.574,4.287
5398,6598234.63155126,0,34,3,22,6,66,2,0,9,85.734,2.003,2.048,0.99,6.436,2.318,3.184,90.92,4.388
5399,4975586.31509604,0,35,2,31,37,62,19,0,5,85.734,2.802,1.564,0.923,3.488,2.655,3.589,90.92,4.748
5400,4474106627.71195,0,0,0,0,21,46,1,2,46,85.734,32.673,57.763,20.545,2.408,2.678,18.126,6.019,1.913
5401,12537205.4618734,0,2,25,21,1,62,13,0,11,85.734,1.778,1.834,1.26,3.105,2.655,10.992,90.92,4.32
5402,28278107.7467637,0,25,15,7,3,32,1,0,2,85.734,1.519,0.664,3.24,4.32,2.937,18.126,90.92,4.827
5403,211520.159929122,14,4,7,27,7,22,13,0,4,1.868,2.599,1.823,0.484,4.197,2.768,10.992,90.92,4.253
5404,105456952.05243,0,18,0,50,23,46,1,0,13,85.734,0.979,57.763,1.091,2.059,2.678,18.126,90.92,2.194
5405,195991384.677834,0,0,14,10,11,17,5,0,12,85.734,32.673,2.025,1.845,1.969,1.508,14.75,90.92,4.703
5406,20591465.5930276,0,25,0,0,17,43,1,2,49,85.734,1.519,57.763,20.545,2.16,0.698,18.126,6.019,0.81
5407,18290878.9488456,0,30,23,48,8,5,5,0,5,85.734,2.509,1.26,1.26,5.052,1.665,14.75,90.92,4.748
5408,351506511.097281,0,3,0,1,13,10,5,0,21,85.734,0.979,57.763,1.958,6.503,2.734,14.75,90.92,1.553
5409,107369825.70286,0,0,11,50,22,34,13,0,2,85.734,32.673,1.834,1.091,1.665,2.385,10.992,90.92,4.827
5410,559052597.983921,0,7,0,1,13,25,5,0,8,85.734,1.598,57.763,1.958,6.503,1.013,14.75,90.92,4.084
5411,1674002.8684545,0,10,0,58,6,3,6,2,20,85.734,1.271,57.763,1.463,6.436,1.181,1.766,6.019,2.25
5412,25804601.9251305,1,0,10,0,3,41,4,0,4,1.958,32.673,1.879,20.545,4.32,0.551,11.352,90.92,4.253
5413,1400076081.76422,0,4,0,33,19,15,1,0,11,85.734,2.599,57.763,3.364,1.755,2.588,18.126,90.92,4.32
5414,51404198.4407425,0,4,24,13,25,8,1,0,46,85.734,2.599,1.913,3.105,4.433,2.779,18.126,90.92,1.913
5415,70099753.481062,0,5,0,46,8,13,9,0,17,85.734,1.271,57.763,1.451,5.052,1.575,4.534,90.92,2.34
5416,27008322.6478243,0,30,27,12,24,13,1,0,11,85.734,2.509,1.035,2.104,5.142,1.575,18.126,90.92,4.32
5417,668221594.472565,0,30,0,58,12,34,13,0,2,85.734,2.509,57.763,1.463,3.195,2.385,10.992,90.92,4.827
5418,196116415.170464,0,36,0,55,18,66,11,0,4,85.734,2.419,57.763,1.283,3.33,2.318,4.275,90.92,4.253
5419,189413508.087507,0,12,0,6,35,31,3,0,21,85.734,2.171,57.763,3.488,4.32,1.744,4.748,90.92,1.553
5420,3568175.25048311,0,6,16,0,35,22,10,2,14,85.734,2.261,1.553,20.545,4.32,2.768,3.893,6.019,2.059
5421,37042835.9113356,0,15,0,13,30,17,1,2,2,85.734,1.654,57.763,3.105,1.834,1.508,18.126,6.019,4.827
5422,8957792.08077233,1,4,0,41,29,86,4,0,9,1.958,2.599,57.763,1.26,3.319,1.609,11.352,90.92,4.388
5423,1063175.02558674,0,19,19,31,6,34,7,2,24,85.734,1.879,4.388,0.923,6.436,2.385,11.037,6.019,1.598
5424,89434720.7667945,0,0,14,50,6,51,13,0,24,85.734,32.673,2.025,1.091,6.436,1.406,10.992,90.92,1.598
5425,29295762.8722375,0,20,0,11,25,20,8,0,28,85.734,0.934,57.763,1.62,4.433,1.631,2.937,90.92,2.025
5426,32988472.0840781,0,28,0,1,16,29,5,0,22,85.734,1.631,57.763,1.958,1.991,0.574,14.75,90.92,1.361
5427,3111481.61975334,6,0,3,6,3,5,9,0,12,0.956,32.673,2.048,3.488,4.32,1.665,4.534,90.92,4.703
5428,111427997.908707,0,1,0,1,35,20,6,0,6,85.734,2.903,57.763,1.958,4.32,1.631,1.766,90.92,3.499
5429,31716366793.1309,0,0,0,23,21,30,1,0,12,85.734,32.673,57.763,3.938,2.408,2.667,18.126,90.92,4.703
5430,259383.703661812,0,33,5,11,23,35,8,0,33,85.734,1.508,1.778,1.62,2.059,1.564,2.937,90.92,0.81
5431,259304151.235387,0,10,0,23,11,8,13,0,46,85.734,1.271,57.763,3.938,1.969,2.779,10.992,90.92,1.913
5432,1869733.19805203,0,28,7,49,37,61,8,0,4,85.734,1.631,1.823,1.035,3.488,1.789,2.937,90.92,4.253
5433,323651521.3185,0,33,0,43,37,48,13,0,1,85.734,1.508,57.763,2.475,3.488,0.99,10.992,90.92,5.074
5434,615830736.020063,0,41,0,6,29,18,19,0,10,85.734,3.297,57.763,3.488,3.319,2.329,3.589,90.92,4.287
5435,169445718.18717,0,5,0,10,12,63,5,0,18,85.734,1.271,57.763,1.845,3.195,1.823,14.75,90.92,1.868
5436,1056835417.59049,0,0,4,4,6,8,1,0,12,85.734,32.673,1.89,1.44,6.436,2.779,18.126,90.92,4.703
5437,9538614.19185952,0,40,0,9,8,25,8,0,14,85.734,0.529,57.763,1.294,5.052,1.013,2.937,90.92,2.059
5438,2496581.13022989,3,28,0,50,16,8,5,0,35,1.564,1.631,57.763,1.091,1.991,2.779,14.75,90.92,2.093
5439,872104039.512295,0,30,0,42,8,30,4,0,15,85.734,2.509,57.763,2.655,5.052,2.667,11.352,90.92,1.901
5440,152470618.794339,0,9,0,9,6,4,7,0,10,85.734,0.653,57.763,1.294,6.436,1.316,11.037,90.92,4.287
5441,1353209079.35362,0,30,0,48,6,18,1,0,6,85.734,2.509,57.763,1.26,6.436,2.329,18.126,90.92,3.499
5442,7358488.95488427,0,35,19,37,25,33,13,0,5,85.734,2.802,4.388,1.181,4.433,0.281,10.992,90.92,4.748
5443,16036381559.0437,0,1,0,0,13,8,1,0,27,85.734,2.903,57.763,20.545,6.503,2.779,18.126,90.92,1.823
5444,2309765.51959444,0,35,26,8,3,31,3,0,8,85.734,2.802,1.89,0.383,4.32,1.744,4.748,90.92,4.084
5445,80713472.8374716,0,30,26,23,35,5,1,0,4,85.734,2.509,1.89,3.938,4.32,1.665,18.126,90.92,4.253
5446,12258919.6954852,0,37,0,52,12,51,14,0,46,85.734,1.406,57.763,1.125,3.195,1.406,2.003,90.92,1.913
5447,373915778.103685,0,25,0,43,11,4,1,0,12,85.734,1.519,57.763,2.475,1.969,1.316,18.126,90.92,4.703
5448,112812271.483044,0,1,3,5,29,62,1,0,7,85.734,2.903,2.048,3.555,3.319,2.655,18.126,90.92,4.287
5449,50143.513187831,0,25,19,31,5,23,5,2,36,85.734,1.519,4.388,0.923,1.001,0.923,14.75,6.019,1.159
5450,2652323486.94081,0,0,16,0,25,34,5,0,35,85.734,32.673,1.553,20.545,4.433,2.385,14.75,90.92,2.093
5451,64439008.6977469,0,28,0,5,22,29,7,0,17,85.734,1.631,57.763,3.555,1.665,0.574,11.037,90.92,2.34
5452,34140829.2377323,0,5,0,11,1,22,5,2,9,85.734,1.271,57.763,1.62,3.105,2.768,14.75,6.019,4.388
5453,20909857.6546979,0,0,3,46,18,45,11,0,49,85.734,32.673,2.048,1.451,3.33,2.396,4.275,90.92,0.81
5454,63088731.9575734,0,0,16,2,29,21,6,0,11,85.734,32.673,1.553,4.242,3.319,1.485,1.766,90.92,4.32
5455,602539889.708711,0,1,0,2,1,21,9,0,3,85.734,2.903,57.763,4.242,3.105,1.485,4.534,90.92,5.198
5456,1409106.43374832,0,22,24,8,15,17,19,0,5,85.734,2.532,1.913,0.383,3.792,1.508,3.589,90.92,4.748
5457,389947.614660371,14,3,0,52,9,41,13,0,35,1.868,0.979,57.763,1.125,2.847,0.551,10.992,90.92,2.093
5458,691331091.856519,0,37,0,2,23,86,1,0,10,85.734,1.406,57.763,4.242,2.059,1.609,18.126,90.92,4.287
5459,47118459.6532705,14,14,0,7,7,61,1,0,8,1.868,2.667,57.763,3.24,4.197,1.789,18.126,90.92,4.084
5460,2609083150.45246,0,0,4,0,35,54,1,0,2,85.734,32.673,1.89,20.545,4.32,0.698,18.126,90.92,4.827
5461,5974620955.98162,0,35,0,0,6,86,13,0,28,85.734,2.802,57.763,20.545,6.436,1.609,10.992,90.92,2.025
5462,524813235.456384,0,41,0,0,10,62,3,0,16,85.734,3.297,57.763,20.545,1.046,2.655,4.748,90.92,1.305
5463,52991.2598448742,14,19,0,27,19,39,12,0,26,1.868,1.879,57.763,0.484,1.755,0.81,2.543,90.92,1.643
5464,4425364683.78934,0,35,0,0,1,30,7,0,18,85.734,2.802,57.763,20.545,3.105,2.667,11.037,90.92,1.868
5465,1771450062.57727,0,0,10,0,29,0,3,0,10,85.734,32.673,1.879,20.545,3.319,2.667,4.748,90.92,4.287
5466,147365471.510818,0,0,26,43,25,62,9,0,19,85.734,32.673,1.89,2.475,4.433,2.655,4.534,90.92,2.318
5467,114033531.00152,0,14,0,48,18,62,6,0,2,85.734,2.667,57.763,1.26,3.33,2.655,1.766,90.92,4.827
5468,13189085334.5881,0,0,0,0,37,37,11,0,3,85.734,32.673,57.763,20.545,3.488,0.563,4.275,90.92,5.198
5469,8379691.94304789,9,28,0,0,13,70,4,0,11,0.945,1.631,57.763,20.545,6.503,0.158,11.352,90.92,4.32
5470,139265670.822246,0,12,0,32,6,46,1,0,33,85.734,2.171,57.763,0.563,6.436,2.678,18.126,90.92,0.81
5471,115405566.166511,0,0,18,51,25,14,7,0,6,85.734,32.673,1.373,1.26,4.433,1.53,11.037,90.92,3.499
5472,197609.878802554,0,42,6,44,24,34,4,2,18,85.734,1.575,1.001,0.934,5.142,2.385,11.352,6.019,1.868
5473,92592866.106788,0,32,0,49,3,29,5,0,9,85.734,1.238,57.763,1.035,4.32,0.574,14.75,90.92,4.388
5474,300001243.72991,0,0,23,23,24,8,3,0,6,85.734,32.673,1.26,3.938,5.142,2.779,4.748,90.92,3.499
5475,37566050.207665,0,18,0,51,26,7,9,0,9,85.734,0.979,57.763,1.26,1.688,2.014,4.534,90.92,4.388
5476,135798177.325531,0,5,0,46,24,13,3,0,4,85.734,1.271,57.763,1.451,5.142,1.575,4.748,90.92,4.253
5477,1411444955.75562,0,0,24,0,12,61,1,0,22,85.734,32.673,1.913,20.545,3.195,1.789,18.126,90.92,1.361
5478,16169788.7304551,0,34,0,0,3,31,8,6,8,85.734,2.003,57.763,20.545,4.32,1.744,2.937,0.878,4.084
5479,1005298041.09142,0,30,0,13,6,27,3,0,11,85.734,2.509,57.763,3.105,6.436,2.171,4.748,90.92,4.32
5480,680869597.44274,0,0,4,0,26,7,5,0,32,85.734,32.673,1.89,20.545,1.688,2.014,14.75,90.92,1.373
5481,150970970.472425,0,0,6,48,6,15,5,0,46,85.734,32.673,1.001,1.26,6.436,2.588,14.75,90.92,1.913
5482,884258481.989152,0,0,19,25,37,62,1,0,26,85.734,32.673,4.388,2.869,3.488,2.655,18.126,90.92,1.643
5483,11303281.302519,0,0,13,12,31,65,10,0,11,85.734,32.673,0.304,2.104,2.183,1.89,3.893,90.92,4.32
5484,289219920.309709,0,26,0,42,9,26,4,0,9,85.734,2.048,57.763,2.655,2.847,0.833,11.352,90.92,4.388
5485,453321480.41999,0,0,25,45,6,15,1,0,25,85.734,32.673,1.834,1.226,6.436,2.588,18.126,90.92,2.622
5486,1828882624.48973,0,41,0,42,13,45,1,0,26,85.734,3.297,57.763,2.655,6.503,2.396,18.126,90.92,1.643
5487,22986238.3302048,0,36,0,43,14,22,5,2,19,85.734,2.419,57.763,2.475,1.361,2.768,14.75,6.019,2.318
5488,1618873967.75627,0,10,0,0,9,0,7,0,26,85.734,1.271,57.763,20.545,2.847,2.667,11.037,90.92,1.643
5489,6457499.221276,0,43,25,55,15,17,4,0,8,85.734,1.328,1.834,1.283,3.792,1.508,11.352,90.92,4.084
5490,189180087.567243,0,41,0,25,17,41,1,0,14,85.734,3.297,57.763,2.869,2.16,0.551,18.126,90.92,2.059
5491,1186179.03745494,6,25,0,9,1,50,7,0,15,0.956,1.519,57.763,1.294,3.105,1.845,11.037,90.92,1.901
5492,1395.09610569278,5,15,25,23,15,44,13,6,10,0.27,1.654,1.834,3.938,3.792,2.757,10.992,0.878,4.287
5493,17603583.001907,0,41,26,52,3,35,7,0,11,85.734,3.297,1.89,1.125,4.32,1.564,11.037,90.92,4.32
5494,1138513.69681617,3,21,0,10,15,1,5,0,9,1.564,0.664,57.763,1.845,3.792,0.461,14.75,90.92,4.388
5495,48674321.2847126,0,0,21,9,4,15,10,0,5,85.734,32.673,1.193,1.294,2.588,2.588,3.893,90.92,4.748
5496,1684913411.66961,0,7,0,2,13,23,1,0,1,85.734,1.598,57.763,4.242,6.503,0.923,18.126,90.92,5.074
5497,2305276.60629431,0,24,17,33,31,47,19,0,20,85.734,1.305,1.856,3.364,2.183,2.059,3.589,90.92,2.25
5498,9886915.67917078,0,0,4,35,25,46,13,2,35,85.734,32.673,1.89,1.136,4.433,2.678,10.992,6.019,2.093
5499,1015809215.08514,0,0,14,29,25,34,7,0,12,85.734,32.673,2.025,3.589,4.433,2.385,11.037,90.92,4.703
5500,25916696.0407224,0,38,8,58,6,32,4,0,10,85.734,1.845,1.339,1.463,6.436,2.937,11.352,90.92,4.287
5501,34219379.4320229,0,0,14,2,20,50,19,0,7,85.734,32.673,2.025,4.242,0.551,1.845,3.589,90.92,4.287
5502,2554.85362533008,20,0,4,42,8,3,4,10,46,0.281,32.673,1.89,2.655,5.052,1.181,11.352,0.428,1.913
5503,59643435953.2287,0,0,0,0,13,37,4,0,5,85.734,32.673,57.763,20.545,6.503,0.563,11.352,90.92,4.748
5504,261560.318629564,17,6,0,44,35,30,9,0,46,0.236,2.261,57.763,0.934,4.32,2.667,4.534,90.92,1.913
5505,10213644148.8884,0,32,0,0,35,46,1,0,4,85.734,1.238,57.763,20.545,4.32,2.678,18.126,90.92,4.253
5506,21833869.4755369,0,41,2,33,3,64,10,0,8,85.734,3.297,1.564,3.364,4.32,2.351,3.893,90.92,4.084
5507,2772520089.23337,0,0,0,2,24,21,11,0,22,85.734,32.673,57.763,4.242,5.142,1.485,4.275,90.92,1.361
5508,315303408.325873,0,0,15,25,6,47,4,0,11,85.734,32.673,0.664,2.869,6.436,2.059,11.352,90.92,4.32
5509,22135792.906913,6,0,14,0,25,40,5,0,21,0.956,32.673,2.025,20.545,4.433,1.845,14.75,90.92,1.553
5510,1055743032.78797,0,8,0,0,32,31,13,0,19,85.734,2.216,57.763,20.545,1.159,1.744,10.992,90.92,2.318
5511,206069059462.236,0,0,0,0,6,0,4,0,6,85.734,32.673,57.763,20.545,6.436,2.667,11.352,90.92,3.499
5512,369327665.078247,0,26,0,1,6,86,10,0,1,85.734,2.048,57.763,1.958,6.436,1.609,3.893,90.92,5.074
5513,247007536.619088,0,30,0,47,17,12,5,0,24,85.734,2.509,57.763,2.892,2.16,1.485,14.75,90.92,1.598
