Croc,DNA,Binary DNA,A1,A2,A3,A4,A5,A6,A7,A8,A9,Attr List
2637,288257881860800514,10000000000000110010000010000101100000001010000000000000010,0,4,0,25,4,44,5,0,2,0 | 4 | 0 | 25 | 4 | 44 | 5 | 0 | 2
2638,1087943700317012239,111100011001001001110000100000000001000001010000000100001111,0,15,25,39,8,1,5,1,15,0 | 15 | 25 | 39 | 8 | 1 | 5 | 1 | 15
2639,1080863941423071244,111100000000000000000000011100101111000011010000000000001100,0,15,0,0,7,47,13,0,12,0 | 15 | 0 | 0 | 7 | 47 | 13 | 0 | 12
2640,3026456359513489443,10101000000000001000100000011000101101000001100000000000100011,0,42,0,34,6,45,6,0,35,0 | 42 | 0 | 34 | 6 | 45 | 6 | 0 | 35
2641,1585306746313048085,1011000000000001001000001011000100010000001010000000000010101,0,22,0,36,22,34,5,0,21,0 | 22 | 0 | 36 | 22 | 34 | 5 | 0 | 21
2642,6204622197293058,10110000010110001001000101110000010010000000000000010,0,0,22,11,18,46,9,0,2,0 | 0 | 22 | 11 | 18 | 46 | 9 | 0 | 2
2643,63789392003117,1110100000010000100000000011010000000000101101,0,0,0,58,4,32,13,0,45,0 | 0 | 0 | 58 | 4 | 32 | 13 | 0 | 45
2644,2738240293571985410,10011000000000001011110000101000001000000001010000000000000010,0,38,0,47,10,8,5,0,2,0 | 38 | 0 | 47 | 10 | 8 | 5 | 0 | 2
2645,576461879028023309,100000000000000000010000011001010110000001010000000000001101,0,8,0,1,6,86,5,0,13,0 | 8 | 0 | 1 | 6 | 86 | 5 | 0 | 13
2646,5510594560011,1010000001100001001000010000000000000001011,0,0,0,5,3,9,8,0,11,0 | 0 | 0 | 5 | 3 | 9 | 8 | 0 | 11
2647,2017646735471673355,1110000000000000111110000010000010110000001000000000000001011,0,28,0,31,4,22,4,0,11,0 | 28 | 0 | 31 | 4 | 22 | 4 | 0 | 11
2648,5936324163469324,10101000101110000111000101101000010010000000000001100,0,0,21,23,14,45,9,0,12,0 | 0 | 21 | 23 | 14 | 45 | 9 | 0 | 12
2649,648549137214144515,100100000000000111000000000100001111000010010000000000000011,0,9,0,28,1,15,9,0,3,0 | 9 | 0 | 28 | 1 | 15 | 9 | 0 | 3
2650,3108479342542852,1011000010110010010100111111000000010000000000000100,0,0,11,11,37,63,1,0,4,0 | 0 | 11 | 11 | 37 | 63 | 1 | 0 | 4
2651,18879136942908440583,10000011000000000001010110000011000001100000000110000000000000111,1,6,0,43,6,12,3,0,7,1 | 6 | 0 | 43 | 6 | 12 | 3 | 0 | 7
2652,2450007783559462915,10001000000000001011010001100100110100000000010000000000000011,0,34,0,45,25,52,1,0,3,0 | 34 | 0 | 45 | 25 | 52 | 1 | 0 | 3
2653,1300428789721399308,1001000001100000011010001100000100011000010010000000000001100,0,18,12,13,24,35,9,0,12,0 | 18 | 12 | 13 | 24 | 35 | 9 | 0 | 12
2654,2377922658748006410,10000100000000000101000000111100110010000001110000000000001010,0,33,0,20,15,50,7,0,10,0 | 33 | 0 | 20 | 15 | 50 | 7 | 0 | 10
2655,2738245774101446664,10011000000000001101000000011000010001000010000000000000001000,0,38,0,52,6,17,8,0,8,0 | 38 | 0 | 52 | 6 | 17 | 8 | 0 | 8
2656,2954369087536627720,10100100000000000001110000100000111110000001000000000000001000,0,41,0,7,8,62,4,0,8,0 | 41 | 0 | 7 | 8 | 62 | 4 | 0 | 8
2657,4228842449993733,1111000001100001110000011100000010110000000000000101,0,0,15,6,28,28,11,0,5,0 | 0 | 15 | 6 | 28 | 28 | 11 | 0 | 5
2658,20320241626590019587,10001101000000000000000000001100100011111000000010000000000000011,1,26,0,0,25,31,1,0,3,1 | 26 | 0 | 0 | 25 | 31 | 1 | 0 | 3
2659,1173231235301394,100001010110000110000101111000001010000000000010010,0,0,4,43,12,47,5,0,18,0 | 0 | 4 | 43 | 12 | 47 | 5 | 0 | 18
2660,14436140122114,11010010000100101101000000010000000000000010,0,0,0,13,33,45,1,0,2,0 | 0 | 0 | 13 | 33 | 45 | 1 | 0 | 2
2661,1008842652290711566,111000000000001000010000110000010100000011010000000000001110,0,14,0,33,12,20,13,0,14,0 | 14 | 0 | 33 | 12 | 20 | 13 | 0 | 14
2662,3953994640982026,1110000011000010001100011110000001010000000000001010,0,0,14,12,35,30,5,0,10,0 | 0 | 14 | 12 | 35 | 30 | 5 | 0 | 10
2663,6473984761856008,10111000000000000111000001010000000110000000000001000,0,0,23,0,14,10,3,0,8,0 | 0 | 23 | 0 | 14 | 10 | 3 | 0 | 8
2664,4503677692411921,10000000000000001001000101101000010100000000000010001,0,0,16,0,18,45,10,0,17,0 | 0 | 16 | 0 | 18 | 45 | 10 | 0 | 17
2665,1878856590321844259,1101000010011000010100001110101000010000010010000000000100011,0,26,19,10,29,66,9,0,35,0 | 26 | 19 | 10 | 29 | 66 | 9 | 0 | 35
2666,72108322332934153,100000000001011100010001100011010000000010000000000001001,0,1,0,46,35,26,1,0,9,0 | 1 | 0 | 46 | 35 | 26 | 1 | 0 | 9
2667,1729384486351273990,1100000000000000000100000011100010101000010100000000000000110,0,24,0,2,7,21,10,0,6,0 | 24 | 0 | 2 | 7 | 21 | 10 | 0 | 6
2668,1369111892899463185,1001100000000000100000000001101000010000010010000000000010001,0,19,0,16,3,66,9,0,17,0 | 19 | 0 | 16 | 3 | 66 | 9 | 0 | 17
2669,439669467686699022,11000011010000001010000110100101000000011010000000000001110,0,6,26,5,13,40,13,0,14,0 | 6 | 26 | 5 | 13 | 40 | 13 | 0 | 14
2670,47304921120782,1010110000011000001001000001010000000000001110,0,0,0,43,6,9,5,0,14,0 | 0 | 0 | 43 | 6 | 9 | 5 | 0 | 14
2671,2166515219437912109,1111000010001000000100001110100000111000100110000000000101101,0,30,17,2,29,7,19,0,45,0 | 30 | 17 | 2 | 29 | 7 | 19 | 0 | 45
2672,864691235829383171,110000000000000000000001100100000000000000010000000000000011,0,12,0,0,25,0,1,0,3,0 | 12 | 0 | 0 | 25 | 0 | 1 | 0 | 3
2673,168614809669824741385,10010010010000000000001001000000100100000000000000010000000000001001,9,36,0,36,9,0,1,0,9,9 | 36 | 0 | 36 | 9 | 0 | 1 | 0 | 9
2674,34090246406170,111110000000101000001000001110000000000011010,0,0,0,31,1,65,7,0,26,0 | 0 | 0 | 31 | 1 | 65 | 7 | 0 | 26
2675,8446452972322826,11110000000100000000100010101000001110000000000001010,0,0,30,2,1,21,7,0,10,0 | 0 | 30 | 2 | 1 | 21 | 7 | 0 | 10
2676,3026472830998216740,10101000000000001100010000000100111110000001010000000000100100,0,42,0,49,1,62,5,0,36,0 | 42 | 0 | 49 | 1 | 62 | 5 | 0 | 36
2677,1518581744646160393,1010100010011000101100000110100001100000001110000000000001001,0,21,19,22,13,12,7,0,9,0 | 21 | 19 | 22 | 13 | 12 | 7 | 0 | 9
2678,2666147511521443860,10010100000000000011110000100100101111000001110000000000010100,0,37,0,15,9,47,7,0,20,0 | 37 | 0 | 15 | 9 | 47 | 7 | 0 | 20
2679,794063042341830665,101100000101000101000010000101000000000011010000000000001001,0,11,5,20,33,64,13,0,9,0 | 11 | 5 | 20 | 33 | 64 | 13 | 0 | 9
2680,2962811227354497039,10100100011110000001010001110100010111000000010000000000001111,0,41,30,5,29,23,1,0,15,0 | 41 | 30 | 5 | 29 | 23 | 1 | 0 | 15
2681,2955819416103026702,10100100000101001011100001100100101101000001100000000000001110,0,41,5,46,25,45,6,0,14,0 | 41 | 5 | 46 | 25 | 45 | 6 | 0 | 14
2682,293600404884094999,10000010011000101000000001100111111000001110000000000010111,0,4,19,20,3,63,7,0,23,0 | 4 | 19 | 20 | 3 | 63 | 7 | 0 | 23
2683,221368873990148784181,11000000000000011100001110100000100000001111000001110000000000110101,12,0,28,58,8,15,7,0,53,12 | 0 | 28 | 58 | 8 | 15 | 7 | 0 | 53
2684,142304411650,10000100100010000000010000000000000010,0,0,0,0,33,34,1,0,2,0 | 0 | 0 | 0 | 33 | 34 | 1 | 0 | 2
2685,74038939996323849,100000111000010100000011000001110000001110000000000001001,0,1,7,10,6,14,7,0,9,0 | 1 | 7 | 10 | 6 | 14 | 7 | 0 | 9
2686,72057642389930030,100000000000000000000101101000010000000010000000000101110,0,1,0,0,11,66,1,0,46,0 | 1 | 0 | 0 | 11 | 66 | 1 | 0 | 46
2687,1729414221097796869,1100000000000000111010001001000111110000010110000010100000101,0,24,0,29,18,62,11,5,5,0 | 24 | 0 | 29 | 18 | 62 | 11 | 5 | 5
2688,1301553542821117965,1001000010000000011000000110100100000000000010000000000001101,0,18,16,12,13,32,1,0,13,0 | 18 | 16 | 12 | 13 | 32 | 1 | 0 | 13
2689,216178383120564236,1100000000000001010001100000010110000001010000000000001100,0,3,0,5,24,22,5,0,12,0 | 3 | 0 | 5 | 24 | 22 | 5 | 0 | 12
2690,2594073424490201094,10010000000000000000000000100100011100000001010000000000000110,0,36,0,0,9,28,5,0,6,0 | 36 | 0 | 0 | 9 | 28 | 5 | 0 | 6
2691,2305843052918734858,10000000000000000000000000101000101101000001100000000000001010,0,32,0,0,10,45,6,0,10,0 | 32 | 0 | 0 | 10 | 45 | 6 | 0 | 10
2692,288261291913838614,10000000000000111000001111000100011000001010000000000010110,0,4,0,28,30,35,5,0,22,0 | 4 | 0 | 28 | 30 | 35 | 5 | 0 | 22
2693,5097361844536841,10010000111000000011000001010000010010000011000001001,0,0,18,28,6,10,9,6,9,0 | 0 | 18 | 28 | 6 | 10 | 9 | 6 | 9
2694,2541027341303815,1001000001110000110100001000000010110000000000000111,0,0,9,7,13,8,11,0,7,0 | 0 | 9 | 7 | 13 | 8 | 11 | 0 | 7
2695,3995737277267985,1110001100100001101000010101000001110000000000010001,0,0,14,50,26,21,7,0,17,0 | 0 | 14 | 50 | 26 | 21 | 7 | 0 | 17
2696,5362421859155984,10011000011010001100000100010000011010000000000010000,0,0,19,13,24,34,13,0,16,0 | 0 | 19 | 13 | 24 | 34 | 13 | 0 | 16
2697,6700384124931,1100001100000001110000001000000000000000011,0,0,0,6,24,14,4,0,3,0 | 0 | 0 | 6 | 24 | 14 | 4 | 0 | 3
2698,1080910124752633871,111100000000001010100000100000010100000000010000000000001111,0,15,0,42,8,20,1,0,15,0 | 15 | 0 | 42 | 8 | 20 | 1 | 0 | 15
2699,6775247525445639,11000000100100000110100111110000001010000000000000111,0,0,24,18,13,62,5,0,7,0 | 0 | 24 | 18 | 13 | 62 | 5 | 0 | 7
2700,2954388956072116236,10100100000000000110010001101000111111000001000000000000001100,0,41,0,25,26,63,4,0,12,0 | 41 | 0 | 25 | 26 | 63 | 4 | 0 | 12
2701,1804002924289654787,1100100001001000110110001101000000100000011010000000000000011,0,25,9,27,26,4,13,0,3,0 | 25 | 9 | 27 | 26 | 4 | 13 | 0 | 3
2702,432397315379625989,11000000000001011110001000101000001000010010000000000000101,0,6,0,47,17,65,9,0,5,0 | 6 | 0 | 47 | 17 | 65 | 9 | 0 | 5
2703,2882356663132946434,10100000000000001100000001110100011110000001010000000000000010,0,40,0,48,29,30,5,0,2,0 | 40 | 0 | 48 | 29 | 30 | 5 | 0 | 2
2704,1736430152583479332,1100000011001000010100000011000010110000001000000000000100100,0,24,25,10,6,22,4,0,36,0 | 24 | 25 | 10 | 6 | 22 | 4 | 0 | 36
2705,258254417084044214290,11100000000000000000000000000000110000100010000001110000000000010010,14,0,0,0,12,34,7,0,18,14 | 0 | 0 | 0 | 12 | 34 | 7 | 0 | 18
2706,18447652296536948737,10000000000000011001110100000011000011011000000010000000000000001,1,0,3,58,6,27,1,0,1,1 | 0 | 3 | 58 | 6 | 27 | 1 | 0 | 1
2707,14328179064863,11010000100000001010000001100000000000011111,0,0,0,13,8,10,6,0,31,0 | 0 | 0 | 13 | 8 | 10 | 6 | 0 | 31
2708,599367518257179,10001000010001111100100000000001000000000000011011,0,0,2,33,31,32,4,0,27,0 | 0 | 2 | 33 | 31 | 32 | 4 | 0 | 27
2709,276708245272449581065,11110000000000011001001010110000001100011110000001010000000000001001,15,0,25,43,3,30,5,0,9,15 | 0 | 25 | 43 | 3 | 30 | 5 | 0 | 9
2710,82712002561,1001101000010000001010000000000000001,0,0,0,0,19,66,5,0,1,0 | 0 | 0 | 0 | 19 | 66 | 5 | 0 | 1
2711,312287357894664,1000111000000011000010001000010010000000000001000,0,0,1,28,6,17,9,0,8,0 | 0 | 1 | 28 | 6 | 17 | 9 | 0 | 8
2712,4505936962256904,10000000000100010000000110100000001000000000000001000,0,0,16,2,32,52,4,0,8,0 | 0 | 16 | 2 | 32 | 52 | 4 | 0 | 8
2713,1374492915422134273,1001100010011001011100000011000110010000001110000000000000001,0,19,19,46,6,50,7,0,1,0 | 19 | 19 | 46 | 6 | 50 | 7 | 0 | 1
2714,720599086764064773,101000000000000101010000110100110000000010110000000000000101,0,10,0,21,13,48,11,0,5,0 | 10 | 0 | 21 | 13 | 48 | 11 | 0 | 5
2715,899439468281883,11001100100000100100010010000000010000000000011011,0,0,3,50,9,18,1,0,27,0 | 0 | 3 | 50 | 9 | 18 | 1 | 0 | 27
2716,2955250930070650929,10100100000011001010010001000000110101000000010000000000110001,0,41,3,41,16,53,1,0,49,0 | 41 | 3 | 41 | 16 | 53 | 1 | 0 | 49
2717,297240422076920430604,100000001110100001010000111010000100000011110000001010000000000001100,16,29,10,29,8,30,5,0,12,16 | 29 | 10 | 29 | 8 | 30 | 5 | 0 | 12
2718,2594081138033491979,10010000000000000001110000110100001111000001110000000000001011,0,36,0,7,13,15,7,0,11,0 | 36 | 0 | 7 | 13 | 15 | 7 | 0 | 11
2719,288230432490455060,10000000000000000000000110100011110000011010000000000010100,0,4,0,0,13,30,13,0,20,0 | 4 | 0 | 0 | 13 | 30 | 13 | 0 | 20
2720,2959711614133338140,10100100010011000000100000100000100110000001000000000000011100,0,41,19,2,8,38,4,0,28,0 | 41 | 19 | 2 | 8 | 38 | 4 | 0 | 28
2721,2954401059038363674,10100100000000001001000001110000110000000001010000000000011010,0,41,0,36,28,48,5,0,26,0 | 41 | 0 | 36 | 28 | 48 | 5 | 0 | 26
2722,896214384640005,11001011110001101000101100000010100000000000000101,0,0,3,47,26,44,10,0,5,0 | 0 | 3 | 47 | 26 | 44 | 10 | 0 | 5
2723,2017668837775835141,1110000000000001100110001111000101110000000010000000000000101,0,28,0,51,30,46,1,0,5,0 | 28 | 0 | 51 | 30 | 46 | 1 | 0 | 5
2724,94179285445548376069,1010001101100000000000010010010000100100110000001110000000000000101,5,27,0,9,33,38,7,0,5,5 | 27 | 0 | 9 | 33 | 38 | 7 | 0 | 5
2725,55345580314406354946,110000000000010011000000000001000000000000000010110000000000000010,3,0,19,0,16,0,11,0,2,3 | 0 | 19 | 0 | 16 | 0 | 11 | 0 | 2
2726,880859272643089,11001000010010001100001000000010110000001000010001,0,0,3,33,35,8,11,2,17,0 | 0 | 3 | 33 | 35 | 8 | 11 | 2 | 17
2727,2089719744063995913,1110100000000001011010000100100010001000011100000000000001001,0,29,0,45,9,17,14,0,9,0 | 29 | 0 | 45 | 9 | 17 | 14 | 0 | 9
2728,5629603486367751,10100000000000001100000110100000010000000000000000111,0,0,20,0,24,52,8,0,7,0 | 0 | 20 | 0 | 24 | 52 | 8 | 0 | 7
2729,1080864103893696547,111100000000000000000010110100000011000011100000000000100011,0,15,0,0,45,3,14,0,35,0 | 15 | 0 | 0 | 45 | 3 | 14 | 0 | 35
2730,576460817751605258,100000000000000000000000111100111101000001000000000000001010,0,8,0,0,15,61,4,0,10,0 | 8 | 0 | 0 | 15 | 61 | 4 | 0 | 10
2731,2167130972138176565,1111000010011001100100010001100100000000010110000000000110101,0,30,19,50,35,32,11,0,53,0 | 30 | 19 | 50 | 35 | 32 | 11 | 0 | 53
2732,1014162145614626862,111000010011000001110001100100100010000000100000000000101110,0,14,19,7,25,34,2,0,46,0 | 14 | 19 | 7 | 25 | 34 | 2 | 0 | 46
2733,1801442063461187605,1100100000000000000100000001100100100000011010000000000010101,0,25,0,2,3,36,13,0,21,0 | 25 | 0 | 2 | 3 | 36 | 13 | 0 | 21
2734,1297036796047589428,1001000000000000000000001100000010001000001110000000000110100,0,18,0,0,24,17,7,0,52,0 | 18 | 0 | 0 | 24 | 17 | 7 | 0 | 52
2735,2095023810083749899,1110100010011000001010000111000101100000001110000000000001011,0,29,19,5,14,44,7,0,11,0 | 29 | 19 | 5 | 14 | 44 | 7 | 0 | 11
2736,2095050297080348688,1110100010011000111010010010100101000000011010000000000010000,0,29,19,29,37,40,13,0,16,0 | 29 | 19 | 29 | 37 | 40 | 13 | 0 | 16
2737,360313285482315781,10100000000000101110000011000101101000001110000000000000101,0,5,0,23,6,45,7,0,5,0 | 5 | 0 | 23 | 6 | 45 | 7 | 0 | 5
2738,2738223831717707781,10011000000000001000000001000100110101000010110000000000000101,0,38,0,32,17,53,11,0,5,0 | 38 | 0 | 32 | 17 | 53 | 11 | 0 | 5
2739,5911125657583623,10101000000000010001100110001000010110000000000000111,0,0,21,0,35,49,11,0,7,0 | 0 | 21 | 0 | 35 | 49 | 11 | 0 | 7
2740,288270014656610308,10000000000001001000000110100001111000000010000000000000100,0,4,0,36,13,15,1,0,4,0 | 4 | 0 | 36 | 13 | 15 | 1 | 0 | 4
2741,1080863975329824788,111100000000000000000000111100010100000011010000000000010100,0,15,0,0,15,20,13,0,20,0 | 15 | 0 | 0 | 15 | 20 | 13 | 0 | 20
2742,367629534184407052,10100011010000101010001110100010010000000010000000000001100,0,5,26,21,29,18,1,0,12,0 | 5 | 26 | 21 | 29 | 18 | 1 | 0 | 12
2743,2738223865791774753,10011000000000001000000001100100100100000001000000000000100001,0,38,0,32,25,36,4,0,33,0 | 38 | 0 | 32 | 25 | 36 | 4 | 0 | 33
2744,2599421466462388238,10010000010011000000000000110100101010000001000000000000001110,0,36,19,0,13,42,4,0,14,0 | 36 | 19 | 0 | 13 | 42 | 4 | 0 | 14
